EVENT,FIGHTER A VS FIGHTER B,OUTCOME (FIGHTER A/FIGHTER B),WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS,URL,FIGHTER_A,FIGHTER_B,Fighter_a,ELO_Score_a,Average_SoO_Score_a,Ultimate_Score_a,ELO_Score_b,Average_SoO_Score_b,Ultimate_Score_b,Height_A,Weight_A,Reach_A,Height_B,Weight_B,Reach_B,Height_Differential,Reach_Differential,Height_Reach_Ratio_A,Height_Reach_Ratio_B
UFC Fight Night: Werdum vs. Tybura ,Elias Theodorou  vs. Daniel Kelly ,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Leon Roberts,Chris Aliendi 28 - 30.Evan Field 27 - 30.Charlie Keech 26 - 30.,http://ufcstats.com/fight-details/569e2c02f7699c0d,elias theodorou,daniel kelly,elias theodorou,1.005897675,1512.508158,0.887895239,0.42247297,1509.309609,0.444385091,0.760517868,83.91,0.673764606,0.488784446,83.91,-0.46876771,0.374095269,1.499359363,-0.055543475,2.046865945
UFC Fight Night: Poirier vs. Pettis ,Dustin Poirier  vs. Anthony Pettis ,W/L,Lightweight Bout,KO/TKO ,3,2:08,5 Rnd (5-5-5-5-5),Keith Peterson,toInjury,http://ufcstats.com/fight-details/b55605791a4d72b9,dustin poirier,anthony pettis,dustin poirier,2.615555789,1547.391627,2.474633835,0.3221255,1543.401201,0.740641087,-0.369680302,70.31,-0.027059196,-0.083098441,70.31,0.007400698,-0.39919968,-0.027111235,-0.638807178,-0.148115347
UFC Fight Night: Poirier vs. Pettis ,Raphael Assuncao  vs. Matthew Lopez ,W/L,Bantamweight Bout,KO/TKO ,3,1:50,3 Rnd (5-5-5),Keith Peterson,Punch to Head At Distance ,http://ufcstats.com/fight-details/151c597d2e609a4e,raphael assuncao,matthew lopez,raphael assuncao,1.169368055,1537.24893,1.275305569,-0.991826499,1470.216581,-1.017579772,-1.499878472,61.23,-1.428706798,-0.940922771,61.23,-0.706851914,-0.785847155,-0.942993593,0.392214519,-0.195160262
UFC Fight Night: Poirier vs. Pettis ,Tatiana Suarez  vs. Viviane Pereira ,W/L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike King,Elvis Bello 27 - 30.Brian Costello 27 - 30.Jeff Mullen 26 - 30.,http://ufcstats.com/fight-details/5db3e2fdd18129a4,tatiana suarez,viviane pereira,tatiana suarez,1.716744261,1499.783433,1.288365444,-0.165361509,1494.991384,-0.14231767,-1.499878472,52.16,-1.428706798,-2.656571431,52.16,-2.135357138,1.534037692,0.888771124,0.392214519,-0.302691495
UFC Fight Night: Poirier vs. Pettis ,Court McGee  vs. Sean Strickland ,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Elvis Bello,Luc Belhumeur 27 - 30.Jeff Mullen 28 - 29.Derek Cleary 28 - 29.,http://ufcstats.com/fight-details/d3c78cc516417797,court mcgee,sean strickland,court mcgee,-0.209224607,1504.967301,-0.109335536,2.25293298,1552.782301,2.259246384,0.195418783,77.11,0.673764606,0.77472589,83.91,0.959737514,-0.785847155,-0.332405354,-1.092456724,-0.603708203
UFC 217: Bisping vs. St-Pierre ,Michael Bisping  vs. Georges St-Pierre ,L/W,UFC Middleweight Title Bout,Submission ,3,4:23,5 Rnd (5-5-5-5-5),John McCarthy,Rear Naked ChokeTechnical Submission,http://ufcstats.com/fight-details/d361b51952944a26,michael bisping,georges st-pierre,michael bisping,1.000685834,1503.941097,0.792518968,1.692242273,1480.036098,1.058523367,0.760517868,83.91,0.673764606,0.202843003,83.91,0.959737514,0.760742743,-0.332405354,-0.055543475,-1.628792127
UFC 217: Bisping vs. St-Pierre ,Cody Garbrandt  vs. TJ Dillashaw ,L/W,UFC Bantamweight Title Bout,KO/TKO ,2,2:41,5 Rnd (5-5-5-5-5),Dan Miragliotta,Punch to Head At Distance ,http://ufcstats.com/fight-details/b3a304eadb9f7fb4,cody garbrandt,tj dillashaw,cody garbrandt,0.441009842,1507.045591,0.403412657,1.628056343,1530.529775,1.559275721,-0.652229844,61.23,-1.662314732,-1.226864214,61.23,-1.183020322,0.760742743,-0.637699474,2.776027322,0.352526802
UFC 217: Bisping vs. St-Pierre ,Joanna Jedrzejczyk  vs. Rose Namajunas ,L/W,UFC Women's Strawweight Title Bout,KO/TKO ,1,3:03,5 Rnd (5-5-5-5-5),John McCarthy,Punch to Head At Distance ,http://ufcstats.com/fight-details/fc29884851f9cebb,joanna jedrzejczyk,rose namajunas,joanna jedrzejczyk,1.374642271,1526.283238,1.313126163,1.018964544,1541.437992,1.230679019,-1.217328929,52.16,-1.662314732,-1.512805657,56.7,-1.65918873,0.374095269,-0.027111235,1.579588957,0.933917684
UFC 217: Bisping vs. St-Pierre ,James Vick  vs. Joe Duffy ,W/L,Lightweight Bout,KO/TKO ,2,4:59,3 Rnd (5-5-5),Todd Ronald Anderson,Punch to Head At Distance ,http://ufcstats.com/fight-details/13635ba71963ad0c,james vick,joe duffy,james vick,1.085755798,1531.077391,1.146350312,-0.117631198,1487.72867,-0.186093095,1.325616953,70.31,0.90737254,-0.083098441,70.31,0.245484902,1.920685167,0.888771124,0.469734948,-0.666898308
UFC 217: Bisping vs. St-Pierre ,Randy Brown  vs. Mickey Gall ,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Todd Ronald Anderson,Derek Cleary 28 - 29.Dave Tirelli 28 - 29.Chris Lee 27 - 29.,http://ufcstats.com/fight-details/e686df21c24c6c03,randy brown,mickey gall,randy brown,1.272617167,1539.314945,1.375253619,-0.16622538,1487.354805,-0.225807752,1.325616953,77.11,1.374588407,1.060667333,77.11,0.483569106,0.374095269,1.194065243,-0.514178181,0.933917684
UFC 217: Bisping vs. St-Pierre ,Aleksei Oleinik  vs. Curtis Blaydes ,L/W,Heavyweight Bout,TKO - Doctor's Stoppage ,2,1:39,3 Rnd (5-5-5),Blake Grice,,http://ufcstats.com/fight-details/8c2fb17981464d8c,aleksei oleinik,curtis blaydes,aleksei oleinik,0.033067511,1500.825349,0.029249102,1.870632492,1563.496533,2.094963779,1.04306741,108.86,1.841804275,1.63255022,120.2,1.91207433,-0.785847155,-0.027111235,-1.934948739,-1.013741773
UFC Fight Night: Brunson vs. Machida ,Derek Brunson  vs. Lyoto Machida ,W/L,Middleweight Bout,KO/TKO ,1,2:30,5 Rnd (5-5-5-5-5),Osiris Maia,Punch to Head At Distance ,http://ufcstats.com/fight-details/405c0b8d3960016d,derek brunson,lyoto machida,derek brunson,1.367647004,1528.257435,1.328921072,-0.359712223,1504.921098,-0.177195193,0.760517868,83.91,1.140980473,0.77472589,83.91,0.483569106,-0.012552206,0.888771124,-1.038591101,0.407523236
UFC Fight Night: Brunson vs. Machida ,Demian Maia  vs. Colby Covington ,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jerin Valel,Guilherme Bravo 27 - 29.Derek Cleary 27 - 30.Dave Tirelli 26 - 30.,http://ufcstats.com/fight-details/7a5baef71925258c,demian maia,colby covington,demian maia,0.894832678,1522.673168,0.912603655,1.873554193,1524.390322,1.67280885,0.760517868,77.11,-0.027059196,0.202843003,77.11,0.007400698,0.760742743,-0.027111235,1.521428759,0.392901168
UFC Fight Night: Brunson vs. Machida ,Francisco Trinaldo  vs. Jim Miller ,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Osiris Maia,Dave Tirelli 28 - 29.Phillipe Iorio 28 - 29.Marcos Rosales 28 - 29.,http://ufcstats.com/fight-details/bed03663bc577f02,francisco trinaldo,jim miller,francisco trinaldo,1.507190832,1516.773051,1.311615374,1.350141938,1518.855775,1.228681062,-0.369680302,77.11,-0.494275063,-0.654981327,70.31,-0.230683506,0.374095269,-0.332405354,0.425880534,-0.711991716
UFC Fight Night: Brunson vs. Machida ,John Lineker  vs. Marlon Vera ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Marcos Rosales 27 - 30.Guilherme Bravo 28 - 29.Derek Cleary 28 - 29.,http://ufcstats.com/fight-details/d4eb3614c7734781,john lineker,marlon vera,john lineker,1.678017488,1534.641604,1.631222012,0.99292209,1511.191132,0.883393429,-2.064977557,61.23,-1.195098865,-0.654981327,61.23,-0.46876771,-1.945789578,-0.942993593,-1.340077799,-0.179030577
UFC Fight Night: Brunson vs. Machida ,Vicente Luque  vs. Niko Price ,W/L,Welterweight Bout,Submission ,2,4:08,3 Rnd (5-5-5),Fernando Portella,D'Arce Choke After Drop to Ground ,http://ufcstats.com/fight-details/4838bf4ca76c1c6b,vicente luque,niko price,vicente luque,1.76039018,1548.361347,1.839811094,0.09619735,1531.46222,0.44531878,0.195418783,77.11,0.673764606,0.488784446,77.11,0.959737514,-0.39919968,-0.332405354,-1.092456724,-1.116250165
UFC Fight Night: Brunson vs. Machida ,Elizeu Zaleski dos Santos  vs. Max Griffin ,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jerin Valel,Guilherme Bravo 28 - 29.Dave Tirelli 27 - 29.Derek Cleary 28 - 29.,http://ufcstats.com/fight-details/9dd9affa41eead4c,elizeu zaleski dos santos,max griffin,elizeu zaleski dos santos,1.548282877,1536.585576,1.554094508,-0.517726558,1493.135629,-0.421016939,0.195418783,77.11,0.206548738,0.202843003,77.11,0.959737514,-0.012552206,-0.942993593,-0.083952057,-1.628792127
UFC Fight Night: Brunson vs. Machida ,Deiveson Figueiredo  vs. Jarred Brooks ,W/L,Flyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Guilherme Bravo 30 - 27.Dave Tirelli 28 - 29.Phillipe Iorio 28 - 29.,http://ufcstats.com/fight-details/e11e290d816c119b,deiveson figueiredo,jarred brooks,deiveson figueiredo,1.660579162,1549.680343,1.778588253,-0.262360399,1503.106576,-0.125446088,-1.499878472,61.23,-0.961490931,-2.084688544,56.7,-2.373441342,0.760742743,1.804653482,-0.734111704,1.562194928
UFC Fight Night: Cerrone vs. Till ,Donald Cerrone  vs. Darren Till ,L/W,Welterweight Bout,KO/TKO ,1,4:20,5 Rnd (5-5-5-5-5),Marc Goddard,Punch to Head In Clinch ,http://ufcstats.com/fight-details/aa7b1fca60a21f3a,donald cerrone,darren till,donald cerrone,2.220396323,1553.144202,2.237911233,0.166669774,1500.802267,0.164373525,0.760517868,70.31,0.206548738,0.488784446,83.91,0.483569106,0.374095269,-0.332405354,0.981369775,-0.118871211
UFC Fight Night: Cerrone vs. Till ,Felipe Arantes  vs. Josh Emmett ,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Tomasz Bronder,Ben Cartlidge 26 - 30.Maciej Motylewski 26 - 30.Paul Sutherland 25 - 30.,http://ufcstats.com/fight-details/8b10419db5bffe28,felipe arantes,josh emmett,felipe arantes,-0.463816765,1493.194944,-0.427068072,1.225135338,1550.853479,1.484123767,-0.652229844,61.23,0.206548738,-1.226864214,65.77,-0.46876771,0.760742743,0.888771124,-1.681934804,-1.291978838
UFC 216: Ferguson vs. Lee ,Tony Ferguson  vs. Kevin Lee ,W/L,UFC Interim Lightweight Title Bout,Submission ,3,4:02,5 Rnd (5-5-5-5-5),Herb Dean,Triangle Choke From Bottom Guard ,http://ufcstats.com/fight-details/03aec9073946907f,tony ferguson,kevin lee,tony ferguson,1.61928332,1549.717912,1.747833909,0.90556677,1542.219791,1.155950483,0.195418783,70.31,0.90737254,-0.369039884,77.11,1.197821718,0.760742743,-0.332405354,-1.57680436,-3.113166901
UFC 216: Ferguson vs. Lee ,Demetrious Johnson  vs. Ray Borg ,W/L,UFC Flyweight Title Bout,Submission ,5,3:15,5 Rnd (5-5-5-5-5),Dan Miragliotta,Armbar On Ground ,http://ufcstats.com/fight-details/d042d18ad568190a,demetrious johnson,ray borg,demetrious johnson,2.88449915,1552.484145,2.7318934,0.215103891,1493.436017,0.11999121,-2.064977557,56.7,-1.428706798,-1.798747101,61.23,-2.135357138,-0.39919968,0.888771124,-0.786095991,1.552222274
UFC 216: Ferguson vs. Lee ,Fabricio Werdum  vs. Walt Harris ,W/L,Heavyweight Bout,Submission ,1,1:05,3 Rnd (5-5-5),Herb Dean,Armbar From Back Control ,http://ufcstats.com/fight-details/53ee6c3591483193,fabricio werdum,walt harris,fabricio werdum,1.263862669,1531.919737,1.289712895,-1.148131968,1470.927376,-1.124564221,1.608166495,104.78,1.140980473,1.918491663,113.4,1.197821718,-0.39919968,-0.027111235,0.476379556,0.933917684
UFC 216: Ferguson vs. Lee ,Beneil Dariush  vs. Evan Dunham ,D/D,Lightweight Bout,Decision - Majority ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Sal D'amato 28 - 29.Dave Hagen 28 - 28.Glenn Trowbridge 28 - 28.,http://ufcstats.com/fight-details/2fed4f1d91767eb1,beneil dariush,evan dunham,beneil dariush,1.845117746,1561.621777,2.045274101,-0.445476734,1495.602529,-0.34123457,-0.087130759,70.31,-0.027059196,-0.083098441,70.31,-0.46876771,-0.012552206,0.583477004,-0.098748193,0.933917684
UFC 216: Ferguson vs. Lee ,Thales Leites  vs. Brad Tavares ,L/W,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Glenn Trowbridge 27 - 30.Sal D'amato 26 - 30.Dave Hagen 26 - 30.,http://ufcstats.com/fight-details/2142ff2a46d22741,thales leites,brad tavares,thales leites,0.48583306,1495.646445,0.315555503,1.286060915,1546.26087,1.479001389,0.760517868,83.91,1.374588407,0.77472589,83.91,0.483569106,-0.012552206,1.194065243,-1.511210152,0.407523236
UFC Fight Night: Rockhold vs. Branch ,Gregor Gillespie  vs. Jason Gonzalez ,W/L,Lightweight Bout,Submission ,2,2:11,3 Rnd (5-5-5),Rob Hinds,Arm Triangle From Mount ,http://ufcstats.com/fight-details/128e818254ebfabe,gregor gillespie,jason gonzalez,gregor gillespie,1.290923436,1498.072785,0.948848669,-0.87999751,1470.605926,-0.931295595,-0.934779387,70.31,-0.260667129,1.060667333,70.31,0.483569106,-2.719084527,-0.942993593,-1.20929202,0.933917684
UFC Fight Night: Rockhold vs. Branch ,Kamaru Usman  vs. Sergio Moraes ,W/L,Welterweight Bout,KO/TKO ,1,2:48,3 Rnd (5-5-5),Dan Miragliotta,Punch to Head At Distance ,http://ufcstats.com/fight-details/4c1fd940e1619e68,kamaru usman,sergio moraes,kamaru usman,2.885449775,1563.011211,2.844975749,0.8804897,1513.918585,0.830483492,0.477968325,77.11,0.90737254,0.488784446,77.11,0.007400698,-0.012552206,1.194065243,-1.065169533,0.933917684
UFC Fight Night: Rockhold vs. Branch ,Jason Saggo  vs. Gilbert Burns ,L/W,Lightweight Bout,KO/TKO ,2,4:55,3 Rnd (5-5-5),Keith Peterson,Punch to Head At Distance ,http://ufcstats.com/fight-details/2ec12d4bbc0752db,jason saggo,gilbert burns,jason saggo,-0.313187632,1494.287447,-0.3017657,1.931213474,1548.310628,1.974652251,0.195418783,70.31,-0.260667129,-0.083098441,77.11,-0.230683506,0.374095269,-0.027111235,0.981369775,0.385281218
UFC 215: Nunes vs Shevchenko 2 ,Amanda Nunes  vs. Valentina Shevchenko ,W/L,UFC Women's Bantamweight Title Bout,Decision - Split ,5,5:00,5 Rnd (5-5-5-5-5),John McCarthy,Sal D'amato 47 - 48.Tony Weeks 48 - 47.David Therien 47 - 48.,http://ufcstats.com/fight-details/cb16346d93746ebc,amanda nunes,valentina shevchenko,amanda nunes,3.121939163,1551.628939,2.901899877,2.360729189,1534.962726,2.145006167,-0.652229844,61.23,-0.727882997,-1.512805657,56.7,-1.421104526,1.147390218,0.888771124,0.417829965,0.343717849
UFC 215: Nunes vs Shevchenko 2 ,Neil Magny  vs. Rafael Dos Anjos ,L/W,Welterweight Bout,Submission ,1,3:43,3 Rnd (5-5-5),Yves Lavigne,Arm Triangle On Ground ,http://ufcstats.com/fight-details/b6082b551288aa5a,neil magny,rafael dos anjos,neil magny,1.630495173,1546.249532,1.719271377,1.573041971,1551.905409,1.750830034,1.325616953,77.11,1.841804275,-0.654981327,77.11,-0.46876771,2.693980116,3.02582996,-1.448895654,-0.179030577
UFC 215: Nunes vs Shevchenko 2 ,Henry Cejudo  vs. Wilson Reis ,W/L,Flyweight Bout,KO/TKO ,2,0:25,3 Rnd (5-5-5),Jerin Valel,Punch to Head At Distance ,http://ufcstats.com/fight-details/fdde8777c7ae9769,henry cejudo,wilson reis,henry cejudo,1.248688875,1529.531423,1.252772447,0.175205838,1502.93762,0.193805668,-1.782428014,61.23,-1.895922666,-1.798747101,56.7,-1.65918873,-0.012552206,-0.332405354,0.981369775,0.334637851
UFC Fight Night: Volkov vs. Struve ,Alexander Volkov  vs. Stefan Struve ,W/L,Heavyweight Bout,KO/TKO ,3,3:30,5 Rnd (5-5-5-5-5),Marc Goddard,Punch to Head In Clinch ,http://ufcstats.com/fight-details/cfc550960a7ec353,alexander volkov,stefan struve,alexander volkov,1.312227206,1526.050231,1.263550476,0.009026182,1505.873841,0.103721201,2.455815122,113.4,1.841804275,3.634140323,120.2,2.864411145,-1.559142104,-1.248287713,0.495316689,0.470189242
UFC Fight Night: Volkov vs. Struve ,Leon Edwards  vs. Bryan Barberena ,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Neil Hall,Ben Cartlidge 28 - 29.Howard Hughes 28 - 29.Paul Sutherland 28 - 29.,http://ufcstats.com/fight-details/7303ae36077411d9,leon edwards,bryan barberena,leon edwards,2.163096009,1556.95986,2.235409503,-0.114056148,1493.995172,-0.115478737,1.04306741,77.11,0.440156672,0.488784446,77.11,0.007400698,0.760742743,0.583477004,0.981369775,0.933917684
UFC Fight Night: Volkov vs. Struve ,Mairbek Taisumov  vs. Felipe Silva ,W/L,Lightweight Bout,KO/TKO ,1,1:24,3 Rnd (5-5-5),Leon Roberts,Punch to Head In Clinch ,http://ufcstats.com/fight-details/b3bf1b6ad2d1a533,mairbek taisumov,felipe silva,mairbek taisumov,1.040115166,1501.26877,0.793741907,,,,-0.369680302,70.31,0.206548738,0.488784446,70.31,1.197821718,-1.172494629,-1.248287713,-1.149273889,-1.595510182
UFC Fight Night: Volkov vs. Struve ,Michel Prazeres  vs. Mads Burnell ,W/L,Lightweight Bout,Submission ,3,1:26,3 Rnd (5-5-5),Kevin Sataki,North-South Choke ,http://ufcstats.com/fight-details/5afbc04a153d7efd,michel prazeres,mads burnell,michel prazeres,1.205726415,1509.277286,1.004168479,-0.592540005,1458.143171,-0.855579853,-1.217328929,77.11,-1.195098865,-0.654981327,65.77,-0.706851914,-0.785847155,-0.637699474,0.401007881,0.369378711
UFC Fight Night: Volkov vs. Struve ,Rustam Khabilov  vs. Desmond Green ,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Neil Hall,Takeo Kobayashi 28 - 29.Paul Sutherland 28 - 29.Andy Roberts 27 - 30.,http://ufcstats.com/fight-details/605c2ad801f594b3,rustam khabilov,desmond green,rustam khabilov,1.454261538,1531.819523,1.432288275,0.00103805,1521.094612,0.263003544,-0.652229844,70.31,0.206548738,-0.083098441,70.31,0.245484902,-0.785847155,-0.027111235,-1.681934804,-0.666898308
UFC Fight Night: Volkov vs. Struve ,Mike Santiago  vs. Zabit Magomedsharipov ,L/W,Featherweight Bout,Submission ,2,4:22,3 Rnd (5-5-5),Leon Roberts,Rear Naked Choke ,http://ufcstats.com/fight-details/ecbc282542a395c2,mike santiago,zabit magomedsharipov,mike santiago,-1.346625349,1458.143171,-1.46723679,1.436339759,1479.068495,0.860244388,-0.087130759,65.77,-0.727882997,0.77472589,65.77,0.245484902,-1.172494629,-1.248287713,1.544909584,0.933917684
UFC Fight Night: Pettis vs. Moreno ,Sergio Pettis  vs. Brandon Moreno ,W/L,Flyweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),John McCarthy,Derek Cleary 46 - 49.Eric Colon 46 - 48.Jeff Mullen 46 - 48.,http://ufcstats.com/fight-details/253e42894852b26a,sergio pettis,brandon moreno,sergio pettis,0.650304064,1519.65104,0.695862839,1.243044854,1553.153097,1.522216362,-1.217328929,56.7,-0.727882997,-0.940922771,56.7,-0.46876771,-0.39919968,-0.332405354,-0.709249654,-0.735504707
UFC Fight Night: Pettis vs. Moreno ,Henry Briones  vs. Rani Yahya ,L/W,Bantamweight Bout,Submission ,1,2:01,3 Rnd (5-5-5),Kevin MacDonald,Kimura From Side Control ,http://ufcstats.com/fight-details/19348172178f42ed,henry briones,rani yahya,henry briones,-1.320918322,1463.026064,-1.395722652,1.445550839,1518.839121,1.298511162,-0.652229844,61.23,-0.727882997,-1.226864214,61.23,-1.183020322,0.760742743,0.583477004,0.417829965,0.352526802
UFC 214: Cormier vs. Jones 2 ,Daniel Cormier  vs. Jon Jones ,NC/NC,UFC Light Heavyweight Title Bout,Overturned ,3,3:01,5 Rnd (5-5-5-5-5),John McCarthy,Failed Drug Test by Jones,http://ufcstats.com/fight-details/5ab286735ccee803,daniel cormier,jon jones,daniel cormier,1.7917906,1547.282335,1.851983618,4.350643216,1546.040102,3.72538811,0.195418783,106.59,-0.027059196,1.63255022,112.49,2.864411145,-1.945789578,-3.690640669,0.441310791,-2.775909852
UFC 214: Cormier vs. Jones 2 ,Robbie Lawler  vs. Donald Cerrone ,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Derek Cleary 28 - 29.Marcos Rosales 28 - 29.Mike Bell 28 - 29.,http://ufcstats.com/fight-details/b8c967c742d3c107,robbie lawler,donald cerrone,robbie lawler,0.500616558,1529.16205,0.68445206,2.468241286,1553.144202,2.421165608,0.195418783,77.11,0.440156672,0.77472589,70.31,0.245484902,-0.785847155,0.278182885,-0.595018611,0.933917684
UFC 214: Cormier vs. Jones 2 ,Ricardo Lamas  vs. Jason Knight ,W/L,Featherweight Bout,KO/TKO ,1,4:34,3 Rnd (5-5-5),Mike Beltran,Punches to Head On Ground ,http://ufcstats.com/fight-details/dffad417175400ba,ricardo lamas,jason knight,ricardo lamas,1.091023241,1537.001711,1.21356008,-0.461426782,1494.131118,-0.368903358,-0.652229844,65.77,-0.260667129,-0.083098441,65.77,-0.230683506,-0.785847155,-0.027111235,-0.661626571,0.385281218
UFC 214: Cormier vs. Jones 2 ,Aljamain Sterling  vs. Renan Barao ,W/L,Catch Weight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Wade Vierra 28 - 29.Derek Cleary 27 - 29.Marcos Rosales 26 - 30.,http://ufcstats.com/fight-details/ac9e19a4075f6557,aljamain sterling,renan barao,aljamain sterling,2.033435974,1556.075888,2.12815296,0.869613534,1526.637721,0.960504063,-0.934779387,61.23,-0.260667129,-1.226864214,65.77,-0.46876771,0.374095269,0.278182885,-1.20929202,-1.291978838
UFC 214: Cormier vs. Jones 2 ,Brian Ortega  vs. Renato Moicano ,W/L,Featherweight Bout,Submission ,3,2:59,3 Rnd (5-5-5),Jason Herzog,Guillotine Choke After Drop to Guard ,http://ufcstats.com/fight-details/4924d7a980f4cde2,brian ortega,renato moicano,brian ortega,0.876032888,1552.875413,1.220796979,1.331968803,1529.72534,1.333279454,-0.652229844,65.77,-0.727882997,0.202843003,70.31,0.007400698,-1.172494629,-0.942993593,0.417829965,0.392901168
UFC Fight Night: Weidman vs. Gastelum ,Chris Weidman  vs. Kelvin Gastelum ,W/L,Middleweight Bout,Submission ,3,3:45,5 Rnd (5-5-5-5-5),John McCarthy,Arm Triangle On Ground ,http://ufcstats.com/fight-details/5be97c1fa222093d,chris weidman,kelvin gastelum,chris weidman,1.204717132,1551.272749,1.451663702,1.085428187,1525.429945,1.105763982,1.04306741,83.91,1.374588407,-0.369039884,77.11,-0.230683506,1.920685167,2.109947602,-1.012694167,-0.163355249
UFC Fight Night: Weidman vs. Gastelum ,Dennis Bermudez  vs. Darren Elkins ,L/W,Featherweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Doug Crosby 28 - 29.Bryan Miner 29 - 28.Dave Tirelli 28 - 29.,http://ufcstats.com/fight-details/8028d5de087755dc,dennis bermudez,darren elkins,dennis bermudez,0.603589528,1524.686594,0.714368554,1.770557579,1526.221418,1.617097466,-1.217328929,70.31,-1.428706798,-0.083098441,65.77,-0.230683506,-1.559142104,-1.553581832,0.981369775,0.385281218
UFC Fight Night: Weidman vs. Gastelum ,Lyman Good  vs. Elizeu Zaleski dos Santos ,L/W,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Todd Ronald Anderson,Doug Crosby 27 - 30.Cardo Urso 29 - 28.Jeff Mullen 27 - 30.,http://ufcstats.com/fight-details/657fd7ab7bdf9f15,lyman good,elizeu zaleski dos santos,lyman good,-0.298370667,1487.976692,-0.357947723,1.765825097,1536.585576,1.726074962,0.477968325,77.11,0.440156672,0.202843003,77.11,0.245484902,0.374095269,0.278182885,-0.069555816,-0.133292977
UFC Fight Night: Nelson vs. Ponzinibbio ,Gunnar Nelson  vs. Santiago Ponzinibbio ,L/W,Welterweight Bout,KO/TKO ,1,1:22,5 Rnd (5-5-5-5-5),Leon Roberts,Punches to Head At Distance ,http://ufcstats.com/fight-details/8417a20d56fe6776,gunnar nelson,santiago ponzinibbio,gunnar nelson,1.02424259,1528.052013,1.067649443,1.048184002,1546.883501,1.311203468,0.195418783,77.11,-0.027059196,0.488784446,77.11,0.245484902,-0.39919968,-0.332405354,0.441310791,0.400312354
UFC Fight Night: Nelson vs. Ponzinibbio ,Alexandre Pantoja  vs. Neil Seery ,W/L,Flyweight Bout,Submission ,3,2:31,3 Rnd (5-5-5),Grant Waterman,Rear Naked Choke ,http://ufcstats.com/fight-details/8fd14eb227688467,alexandre pantoja,neil seery,alexandre pantoja,1.807370757,1533.147544,1.712864163,-0.63834953,1478.459869,-0.668760412,-1.499878472,56.7,-1.195098865,-1.798747101,56.7,-1.897272934,0.374095269,0.888771124,-0.179354012,0.933917684
UFC 213: Romero vs. Whittaker ,Yoel Romero  vs. Robert Whittaker ,L/W,UFC Interim Middleweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),John McCarthy,Sal D'amato 47 - 48.Junichiro Kamijo 47 - 48.Jeff Mullen 47 - 48.,http://ufcstats.com/fight-details/06cd9812e2b9b747,yoel romero,robert whittaker,yoel romero,1.276757906,1566.888916,1.672700215,2.17560049,1551.925874,2.193207867,0.477968325,83.91,0.206548738,0.488784446,83.91,0.245484902,-0.012552206,-0.027111235,0.448708859,0.400312354
UFC 213: Romero vs. Whittaker ,Fabricio Werdum  vs. Alistair Overeem ,L/W,Heavyweight Bout,Decision - Majority ,3,5:00,3 Rnd (5-5-5),Herb Dean,Derek Cleary 28 - 28.Dave Hagen 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/b67229e7675eed24,fabricio werdum,alistair overeem,fabricio werdum,1.263862669,1531.919737,1.289712895,0.511762695,1526.400259,0.695337669,1.608166495,104.78,1.140980473,1.63255022,120.2,1.91207433,-0.012552206,-0.942993593,0.476379556,-1.013741773
