EVENT,FIGHTER A VS FIGHTER B,OUTCOME (FIGHTER A/FIGHTER B),WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS,URL,FIGHTER_A,FIGHTER_B,Fighter_a,ELO_Score_a,Average_SoO_Score_a,Ultimate_Score_a,ELO_Score_b,Average_SoO_Score_b,Ultimate_Score_b,Height_A,Weight_A,Reach_A,Height_B,Weight_B,Reach_B,Height_Differential,Reach_Differential,Height_Reach_Ratio_A,Height_Reach_Ratio_B
UFC 304: Edwards vs. Muhammad 2 ,King Green  vs. Paddy Pimblett ,L/W,Lightweight Bout,Submission ,1,3:22,3 Rnd (5-5-5),Lukasz Bosacki,Triangle Choke From Bottom Guard ,http://ufcstats.com/fight-details/3e2bde19e752f64b,king green,paddy pimblett,king green,-0.091201652,1517.299463,0.111338677,1.557129716,1499.627472,1.171942762,,,,-0.083098441,70.31,0.245484902,,,,-0.666898308
UFC 304: Edwards vs. Muhammad 2 ,Arnold Allen  vs. Giga Chikadze ,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Ben Cartlidge 28 - 29.Mark Collett 28 - 29.Anders Ohlsson 28 - 29.,http://ufcstats.com/fight-details/8a2e28da18ba6a25,arnold allen,giga chikadze,arnold allen,2.107491896,1528.688692,1.891694885,1.478473386,1496.823729,1.083804606,-0.652229844,65.77,-0.494275063,0.488784446,65.77,0.483569106,-1.559142104,-1.248287713,-0.129608707,-0.118871211
UFC 304: Edwards vs. Muhammad 2 ,Muhammad Mokaev  vs. Manel Kape ,W/L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Derek Cleary 28 - 29.Darryl Ransom 28 - 29.Anders Ohlsson 27 - 30.,http://ufcstats.com/fight-details/d6e240c47ba6034d,muhammad mokaev,manel kape,muhammad mokaev,1.688424596,1504.914557,1.321769138,-0.063040311,1480.80276,-0.22117994,-0.934779387,56.7,-0.494275063,-1.512805657,56.7,-0.944936118,0.760742743,0.583477004,-0.685097948,-0.784605366
UFC Fight Night: Namajunas vs. Cortez ,Montel Jackson  vs. Da'Mon Blackshear ,W/L,Bantamweight Bout,KO/TKO ,1,0:18,3 Rnd (5-5-5),Nick Berens,Punch to Head At Distance ,http://ufcstats.com/fight-details/5eebde8fb4d67259,montel jackson,da'mon blackshear,montel jackson,1.046314644,1469.766941,0.462170726,-0.270568191,1489.208577,-0.282260971,-0.087130759,61.23,0.673764606,-0.083098441,61.23,0.007400698,-0.012552206,0.888771124,-1.610913349,-0.148115347
UFC Fight Night: Namajunas vs. Cortez ,Josh Fremd  vs. Andre Petroski ,L/W,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Nick Berens,Dean Abeyta 27 - 30.Eric Colon 27 - 30.Mark Sanchez 27 - 30.,http://ufcstats.com/fight-details/d8e8d41282fc90dc,josh fremd,andre petroski,josh fremd,-0.968404511,1460.00152,-1.162054956,1.207182529,1510.370374,1.03171202,1.608166495,83.91,0.90737254,0.488784446,83.91,0.245484902,1.534037692,0.888771124,0.981369775,0.400312354
UFC 303: Pereira vs. Prochazka 2 ,Alex Pereira  vs. Jiri Prochazka ,W/L,UFC Light Heavyweight Title Bout,KO/TKO ,2,0:13,5 Rnd (5-5-5-5-5),Herb Dean,Kick to Head At Distance ,http://ufcstats.com/fight-details/bca5d01f8775f852,alex pereira,jiri prochazka,alex pereira,1.906185183,1532.334401,1.77873454,0.414636033,1533.651284,0.702739342,1.608166495,92.99,1.608196341,1.346608776,92.99,1.91207433,0.374095269,-0.332405354,-0.495247194,-1.500656637
UFC 303: Pereira vs. Prochazka 2 ,Ian Machado Garry  vs. Michael Page ,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Derek Cleary 28 - 29.Sal D'amato 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/fbf77262d8da342b,ian machado garry,michael page,ian machado garry,1.092365139,1500.737865,0.827494692,,,,,,,1.060667333,77.11,,,,,
UFC Fight Night: Whittaker vs. Aliskerov ,Robert Whittaker  vs. Ikram Aliskerov ,W/L,Middleweight Bout,KO/TKO ,1,1:49,5 Rnd (5-5-5-5-5),Marc Goddard,Punch to Head At Distance ,http://ufcstats.com/fight-details/eba46dbf9cdd83c0,robert whittaker,ikram aliskerov,robert whittaker,1.940380263,1551.925874,2.013650819,,,,0.477968325,83.91,0.206548738,0.488784446,83.91,0.959737514,-0.012552206,-0.942993593,0.448708859,-1.116250165
UFC Fight Night: Whittaker vs. Aliskerov ,Sergei Pavlovich  vs. Alexander Volkov ,L/W,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Anders Ohlsson 27 - 30.Clemens Werner 27 - 30.Vito Paolillo 28 - 29.,http://ufcstats.com/fight-details/cd3bb8a2824fbf22,sergei pavlovich,alexander volkov,sergei pavlovich,0.407366835,1538.881912,0.717849616,1.519126678,1526.050231,1.430740801,1.325616953,116.57,2.77623601,2.49037455,113.4,1.91207433,-1.559142104,1.194065243,-3.184799531,0.44700282
UFC Fight Night: Whittaker vs. Aliskerov ,Shara Magomedov  vs. Antonio Trocoli ,W/L,Middleweight Bout,KO/TKO ,3,2:27,3 Rnd (5-5-5),Marc Goddard,Punches to Head At Distance ,http://ufcstats.com/fight-details/fbbf5391ea25521b,shara magomedov,antonio trocoli,shara magomedov,1.015848105,1489.079379,0.645325084,,,,1.04306741,83.91,0.206548738,1.918491663,92.99,2.388242737,-1.172494629,-2.77475831,1.514030691,-1.441276775
UFC Fight Night: Whittaker vs. Aliskerov ,Rinat Fakhretdinov  vs. Nicolas Dalby ,W/L,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Thomas Fan,Ben Cartlidge 28 - 29.Anders Ohlsson 29 - 28.David Lethaby 28 - 29.,http://ufcstats.com/fight-details/de1acb6803ab3f14,rinat fakhretdinov,nicolas dalby,rinat fakhretdinov,1.133544769,1528.581972,1.155768428,0.21420795,1523.399998,0.444440235,0.477968325,77.11,0.440156672,0.202843003,77.11,0.483569106,0.374095269,-0.027111235,-0.069555816,-0.645265659
UFC Fight Night: Perez vs. Taira ,Alex Perez  vs. Tatsuro Taira ,L/W,Flyweight Bout,KO/TKO ,2,2:59,5 Rnd (5-5-5-5-5),Herb Dean,to Standing Back ControlLeg injury to Perez,http://ufcstats.com/fight-details/7f14be4e45bca6bd,alex perez,tatsuro taira,alex perez,0.308436961,1508.434752,0.318221797,1.329034614,1494.349402,0.947300618,-1.217328929,56.7,-1.662314732,-0.940922771,56.7,-0.46876771,-0.39919968,-1.553581832,1.579588957,-0.735504707
UFC 302: Makhachev vs. Poirier ,Islam Makhachev  vs. Dustin Poirier ,W/L,UFC Lightweight Title Bout,Submission ,5,2:42,5 Rnd (5-5-5-5-5),Keith Peterson,D'Arce Choke On Ground ,http://ufcstats.com/fight-details/1a0031e2072f21b6,islam makhachev,dustin poirier,islam makhachev,2.861941129,1544.694122,2.631724481,2.881216816,1547.391627,2.661790998,-0.087130759,70.31,-0.494275063,-0.369039884,70.31,0.007400698,0.374095269,-0.637699474,0.981369775,-0.689131863
UFC 302: Makhachev vs. Poirier ,Sean Strickland  vs. Paulo Costa ,W/L,Middleweight Bout,Decision - Split ,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog,Dave Tirelli 49 - 46.Chris Lee 45 - 50.Sal D'amato 46 - 49.,http://ufcstats.com/fight-details/9e7538a788e6d789,sean strickland,paulo costa,sean strickland,2.014376573,1552.782301,2.078618234,0.524057561,1504.988146,0.4720401,0.760517868,83.91,0.90737254,0.77472589,83.91,0.007400698,-0.012552206,1.194065243,-0.553534706,1.4749342
UFC 302: Makhachev vs. Poirier ,Randy Brown  vs. Elizeu Zaleski dos Santos ,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Gasper Oliver,Eric Colon 28 - 29.Sal D'amato 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/fd2d814a8a23798f,randy brown,elizeu zaleski dos santos,randy brown,1.272617167,1539.314945,1.375253619,1.765825097,1536.585576,1.726074962,1.325616953,77.11,1.374588407,0.202843003,77.11,0.245484902,1.534037692,1.499359363,-0.514178181,-0.133292977
UFC 302: Makhachev vs. Poirier ,Jailton Almeida  vs. Alexandr Romanov ,W/L,Heavyweight Bout,Submission ,1,2:27,3 Rnd (5-5-5),Vitor Ribeiro,Rear Naked Choke ,http://ufcstats.com/fight-details/c0af8cf5befb2dcf,jailton almeida,alexandr romanov,jailton almeida,1.333276693,1520.520283,1.220404818,0.960212661,1479.461869,0.51513171,1.325616953,92.99,1.608196341,1.060667333,118.84,0.72165331,0.374095269,1.194065243,-0.987452851,0.414541829
UFC 302: Makhachev vs. Poirier ,Grant Dawson  vs. Joe Solecki ,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Jon Bilyk 28 - 29.Sal D'amato 27 - 30.Dave Tirelli 27 - 30.,http://ufcstats.com/fight-details/cf306c4714530f31,grant dawson,joe solecki,grant dawson,2.046584645,1526.183685,1.819005574,0.448517642,1494.175648,0.299294484,-0.087130759,70.31,-0.027059196,-0.369039884,70.31,-0.46876771,0.374095269,0.583477004,-0.098748193,0.377443554
UFC Fight Night: Barboza vs. Murphy ,Edson Barboza  vs. Lerone Murphy ,L/W,Featherweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Derek Cleary 46 - 49.Sal D'amato 45 - 50.Ron McCarthy 45 - 50.,http://ufcstats.com/fight-details/17aa636aa98678d3,edson barboza,lerone murphy,edson barboza,1.304856605,1541.990816,1.428138464,1.815742322,1504.973421,1.419715042,0.195418783,65.77,0.673764606,-0.369039884,65.77,0.245484902,0.760742743,0.583477004,-1.092456724,-1.200503638
UFC Fight Night: Lewis vs. Nascimento ,Derrick Lewis  vs. Rodrigo Nascimento ,W/L,Heavyweight Bout,KO/TKO ,3,0:49,5 Rnd (5-5-5-5-5),Jason Herzog,Punch to Head At Distance ,http://ufcstats.com/fight-details/6f0f84075fa1a4b0,derrick lewis,rodrigo nascimento,derrick lewis,1.585049679,1528.962678,1.500466649,0.323585542,1496.864853,0.236797296,1.325616953,117.93,1.608196341,1.060667333,111.58,1.91207433,0.374095269,-0.332405354,-0.987452851,-1.987571501
UFC Fight Night: Lewis vs. Nascimento ,Alonzo Menifield  vs. Carlos Ulberg ,L/W,Light Heavyweight Bout,KO/TKO ,1,0:12,3 Rnd (5-5-5),Nick Berens,Punches to Head At Distance ,http://ufcstats.com/fight-details/a049c12f43914449,alonzo menifield,carlos ulberg,alonzo menifield,0.260134881,1505.119124,0.24638987,1.329385796,1476.051457,0.74902728,0.477968325,92.99,0.90737254,1.63255022,92.99,1.197821718,-1.559142104,-0.332405354,-1.065169533,0.428032111
UFC Fight Night: Lewis vs. Nascimento ,Diego Ferreira  vs. Mateusz Rebecki ,W/L,Lightweight Bout,KO/TKO ,3,4:51,3 Rnd (5-5-5),Gary Copeland,Punches to Head From Mount ,http://ufcstats.com/fight-details/6c67aa7063717a0c,diego ferreira,mateusz rebecki,diego ferreira,1.109198124,1547.189261,1.336013206,0.642143125,1486.632748,0.359536546,-0.369680302,70.31,0.440156672,-0.940922771,70.31,-1.421104526,0.760742743,2.415241721,-1.645944202,1.52411752
UFC Fight Night: Lewis vs. Nascimento ,Alex Caceres  vs. Sean Woodson ,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Sal D'amato 28 - 29.Brian Puccillo 28 - 29.Henry Guery 27 - 30.,http://ufcstats.com/fight-details/8aa07b6cc40f0cb2,alex caceres,sean woodson,alex caceres,-0.331805464,1494.66984,-0.311730162,1.215603195,1516.533514,1.104760583,-0.087130759,65.77,0.206548738,1.060667333,65.77,1.435905922,-1.559142104,-1.553581832,-0.616612973,-1.063681759
UFC 301: Pantoja vs. Erceg ,Alexandre Pantoja  vs. Steve Erceg ,W/L,UFC Flyweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Fabio Alves 47 - 48.Sal D'amato 47 - 48.David Tirelli 46 - 49.,http://ufcstats.com/fight-details/3f419fce8ba8aa0e,alexandre pantoja,steve erceg,alexandre pantoja,1.807370757,1533.147544,1.712864163,0.083744016,1498.086023,0.074051825,-1.499878472,56.7,-1.195098865,-0.654981327,56.7,-0.944936118,-1.172494629,-0.332405354,-0.179354012,0.933917684
UFC 301: Pantoja vs. Erceg ,Jose Aldo  vs. Jonathan Martinez ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Rafael Ferreira 27 - 30.Ben Cartlidge 27 - 30.David Lethaby 27 - 30.,http://ufcstats.com/fight-details/b3d88eaea611a4a8,jose aldo,jonathan martinez,jose aldo,1.425867957,1548.961459,1.593838783,0.874225939,1524.327386,0.938821712,-0.934779387,61.23,-0.494275063,-0.654981327,61.23,-0.46876771,-0.39919968,-0.027111235,-0.685097948,-0.179030577
UFC 301: Pantoja vs. Erceg ,Paul Craig  vs. Caio Borralho ,L/W,Middleweight Bout,KO/TKO ,2,2:10,3 Rnd (5-5-5),Marc Goddard,Punches to Head At Distance ,http://ufcstats.com/fight-details/2db0998b24c11ea0,paul craig,caio borralho,paul craig,-0.183237235,1536.818106,0.250243746,1.830502868,1501.335731,1.391077682,1.325616953,83.91,0.90737254,-0.083098441,83.91,0.72165331,1.920685167,0.278182885,0.469734948,-1.662961591
UFC 301: Pantoja vs. Erceg ,Joaquim Silva  vs. Drakkar Klose ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Rafael Ferreira 28 - 29.Ben Cartlidge 28 - 29.David Lethaby 28 - 29.,http://ufcstats.com/fight-details/2faf5b8d708f8e94,joaquim silva,drakkar klose,joaquim silva,0.027115887,1499.685548,0.012592779,1.331148336,1500.912387,1.020059461,-0.652229844,70.31,-0.727882997,-0.369039884,70.31,-0.46876771,-0.39919968,-0.332405354,0.417829965,0.377443554
UFC Fight Night: Nicolau vs. Perez ,Rani Yahya  vs. Victor Henry ,L/W,Bantamweight Bout,KO/TKO ,3,2:36,3 Rnd (5-5-5),Jason Herzog,Punches to Head At Distance ,http://ufcstats.com/fight-details/55231cc4112334b4,rani yahya,victor henry,rani yahya,1.241825483,1518.839121,1.133465516,0.006730127,1502.065287,0.060713895,-1.217328929,61.23,-1.195098865,-0.940922771,61.23,-0.944936118,-0.39919968,-0.332405354,0.401007881,0.361076668
UFC 300: Pereira vs. Hill ,Alex Pereira  vs. Jamahal Hill ,W/L,UFC Light Heavyweight Title Bout,KO/TKO ,1,3:14,5 Rnd (5-5-5-5-5),Jason Herzog,Punch to Head At Distance ,http://ufcstats.com/fight-details/e4931f3ab3bf4141,alex pereira,jamahal hill,alex pereira,1.906185183,1532.334401,1.77873454,1.21046974,1498.061851,0.900577788,1.608166495,92.99,1.608196341,1.63255022,92.99,1.673990126,-0.012552206,-0.027111235,-0.495247194,-0.545317346
UFC 300: Pereira vs. Hill ,Zhang Weili  vs. Yan Xiaonan ,W/L,UFC Women's Strawweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog,Mike Bell 45 - 49.Ben Cartlidge 45 - 49.Chris Lee 45 - 49.,http://ufcstats.com/fight-details/66eddbe35056c06d,zhang weili,yan xiaonan,zhang weili,0.341391776,1549.617043,0.782661272,1.480612681,1517.302209,1.307564083,-1.782428014,52.16,-2.1295306,-1.512805657,52.16,-2.135357138,-0.39919968,-0.027111235,1.598580042,2.170526863
UFC 300: Pereira vs. Hill ,Justin Gaethje  vs. Max Holloway ,L/W,Lightweight Bout,KO/TKO ,5,4:59,5 Rnd (5-5-5-5-5),Marc Goddard,Punch to Head At Distance ,http://ufcstats.com/fight-details/cf5e8f98159c3971,justin gaethje,max holloway,justin gaethje,0.137072684,1529.433524,0.413076727,2.658427943,1543.602802,2.457200734,0.195418783,70.31,-0.494275063,0.202843003,65.77,-0.706851914,-0.012552206,0.278182885,1.536859016,2.06299563
UFC 300: Pereira vs. Hill ,Charles Oliveira  vs. Arman Tsarukyan ,L/W,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 29 - 28.Adalaide Byrd 28 - 29.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/01f7c28804746979,charles oliveira,arman tsarukyan,charles oliveira,1.648831047,1544.407853,1.713446773,1.431291893,1535.728273,1.471293749,-0.087130759,70.31,0.440156672,-0.940922771,70.31,0.007400698,1.147390218,0.583477004,-1.120481407,-1.771164895
UFC 300: Pereira vs. Hill ,Calvin Kattar  vs. Aljamain Sterling ,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Ben Cartlidge 27 - 30.Sal D'amato 27 - 30.Ron McCarthy 27 - 30.,http://ufcstats.com/fight-details/d95f21817a56eb05,calvin kattar,aljamain sterling,calvin kattar,0.159626439,1533.664859,0.475257206,2.272851688,1556.075888,2.309597777,0.195418783,65.77,-0.027059196,-0.940922771,61.23,-0.230683506,1.534037692,0.278182885,0.441310791,-1.260628183
UFC 300: Pereira vs. Hill ,Jalin Turner  vs. Renato Moicano ,L/W,Lightweight Bout,KO/TKO ,2,4:11,3 Rnd (5-5-5),Herb Dean,Punches to Head From Mount ,http://ufcstats.com/fight-details/18824fa5c15c212f,jalin turner,renato moicano,jalin turner,0.220934705,1520.967952,0.385984876,1.331968803,1529.72534,1.333279454,1.325616953,70.31,1.140980473,0.202843003,70.31,0.007400698,1.534037692,1.499359363,-0.028610663,0.392901168
UFC 300: Pereira vs. Hill ,Bobby Green  vs. Jim Miller ,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Chris Lee 27 - 29.David Lethaby 25 - 30.Tony Weeks 26 - 29.,http://ufcstats.com/fight-details/efdad54c8550e6e0,bobby green,jim miller,bobby green,0.197013883,1529.830112,0.462532092,1.350141938,1518.855775,1.228681062,-0.087130759,70.31,-0.260667129,-0.654981327,70.31,-0.230683506,0.760742743,-0.027111235,0.433704326,-0.711991716
UFC 300: Pereira vs. Hill ,Deiveson Figueiredo  vs. Cody Garbrandt ,W/L,Bantamweight Bout,Submission ,2,4:02,3 Rnd (5-5-5),Mark Smith,Rear Naked Choke ,http://ufcstats.com/fight-details/3ab0d8b344d2ebea,deiveson figueiredo,cody garbrandt,deiveson figueiredo,1.660579162,1549.680343,1.778588253,0.60862982,1507.045591,0.556422099,-1.499878472,61.23,-0.961490931,-0.654981327,61.23,-1.65918873,-1.172494629,0.888771124,-0.734111704,2.731757183
UFC Fight Night: Allen vs. Curtis 2 ,Brendan Allen  vs. Chris Curtis ,W/L,Middleweight Bout,Decision - Split ,5,5:00,5 Rnd (5-5-5-5-5),Mark Smith,Derek Cleary 47 - 48.Mike Bell 48 - 47.Eric Colon 46 - 49.,http://ufcstats.com/fight-details/3ce96bb0c69b39be,brendan allen,chris curtis,brendan allen,1.996405444,1538.369606,1.911219933,0.516293636,1527.981768,0.715821674,1.04306741,83.91,0.673764606,-0.083098441,83.91,0.72165331,1.534037692,-0.027111235,0.46291315,-1.662961591
UFC Fight Night: Allen vs. Curtis 2 ,Norma Dumont  vs. Germaine de Randamie ,W/L,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Mike Bell 28 - 29.Derek Cleary 28 - 29.Chris Flores 28 - 29.,http://ufcstats.com/fight-details/188e6416157e5a1f,norma dumont,germaine de randamie,norma dumont,1.074297704,1514.618861,0.962028626,0.886291607,1520.183536,0.902715057,-0.934779387,65.77,-1.195098865,-0.369039884,61.23,-0.230683506,-0.785847155,-1.248287713,0.981369775,-0.163355249
UFC Fight Night: Blanchfield vs. Fiorot ,Erin Blanchfield  vs. Manon Fiorot ,L/W,Women's Flyweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Vitor Ribeiro,Eric Colon 45 - 50.Sal D'amato 45 - 50.Chris Lee 45 - 50.,http://ufcstats.com/fight-details/e6d4fdad2b3422d1,erin blanchfield,manon fiorot,erin blanchfield,1.373056764,1534.754324,1.402349793,1.923976788,1541.226092,1.892475415,-1.782428014,56.7,-1.428706798,-0.940922771,56.7,-1.65918873,-1.172494629,0.278182885,-0.196940736,2.13247735
UFC Fight Night: Blanchfield vs. Fiorot ,Vicente Luque  vs. Joaquin Buckley ,L/W,Welterweight Bout,KO/TKO ,2,3:17,3 Rnd (5-5-5),Keith Peterson,Punches to Head From Guard ,http://ufcstats.com/fight-details/de12349f334c964e,vicente luque,joaquin buckley,vicente luque,1.76039018,1548.361347,1.839811094,1.003245601,1499.205027,0.760920653,0.195418783,77.11,0.673764606,-0.083098441,77.11,0.959737514,0.374095269,-0.332405354,-1.092456724,-2.14133409
UFC Fight Night: Blanchfield vs. Fiorot ,Chris Weidman  vs. Bruno Silva ,W/L,Middleweight Bout,Decision - Unanimous ,3,2:18,3 Rnd (5-5-5),Gary Copeland,Technical Decision - Eye poke by WeidmanEric Colon 27 - 30.Sal D'amato 27 - 30.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/77992b8727382373,chris weidman,bruno silva,chris weidman,1.204717132,1551.272749,1.451663702,-0.845249147,1465.343928,-0.962889555,1.04306741,83.91,1.374588407,-1.798747101,56.7,-1.65918873,3.853922539,3.941712319,-1.012694167,0.334637851
UFC Fight Night: Blanchfield vs. Fiorot ,Chris Weidman  vs. Bruno Silva ,W/L,Middleweight Bout,Decision - Unanimous ,3,2:18,3 Rnd (5-5-5),Gary Copeland,Technical Decision - Eye poke by WeidmanEric Colon 27 - 30.Sal D'amato 27 - 30.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/77992b8727382373,chris weidman,bruno silva,chris weidman,1.204717132,1551.272749,1.451663702,-0.845249147,1465.343928,-0.962889555,1.04306741,83.91,1.374588407,0.488784446,83.91,0.483569106,0.760742743,1.194065243,-1.012694167,-0.118871211
UFC Fight Night: Blanchfield vs. Fiorot ,Andre Petroski  vs. Jacob Malkoun ,L/W,Middleweight Bout,KO/TKO ,2,0:39,3 Rnd (5-5-5),Gary Copeland,Kick to Body On GroundPetroski hit head on takedown attempt,http://ufcstats.com/fight-details/ce33085fc5205bab,andre petroski,jacob malkoun,andre petroski,1.013740554,1510.370374,0.870993683,0.02118254,1515.890893,0.221325623,0.477968325,83.91,0.206548738,-0.369039884,83.91,0.245484902,1.147390218,-0.027111235,0.448708859,-1.200503638
UFC Fight Night: Tuivasa vs. Tybura ,Bryan Battle  vs. Ange Loosa ,NC/NC,Welterweight Bout,Could Not Continue ,2,1:00,3 Rnd (5-5-5),Mike Beltran,Eye injury to Loosa,http://ufcstats.com/fight-details/a7fd9da657bbce8e,bryan battle,ange loosa,bryan battle,1.064691901,1503.354859,0.834550427,-0.358487545,1444.605265,-0.830717855,0.760517868,77.11,1.140980473,-0.083098441,77.11,0.483569106,1.147390218,0.888771124,-1.038591101,-1.171660107
UFC 299: O'Malley vs. Vera 2 ,Sean O'Malley  vs. Marlon Vera ,W/L,UFC Bantamweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Keith Peterson,Eric Colon 45 - 50.Chris Lee 45 - 50.Sal D'amato 44 - 50.,http://ufcstats.com/fight-details/894c44c3d04aaf6f,sean o'malley,marlon vera,sean o'malley,1.697809413,1524.263342,1.535377022,0.99292209,1511.191132,0.883393429,0.195418783,61.23,-0.027059196,-0.654981327,61.23,-0.46876771,1.147390218,0.583477004,0.441310791,-0.179030577
UFC 299: O'Malley vs. Vera 2 ,Dustin Poirier  vs. Benoit Saint Denis ,W/L,Lightweight Bout,KO/TKO ,2,2:32,5 Rnd (5-5-5-5-5),Mike Beltran,Punch to Head At Distance ,http://ufcstats.com/fight-details/6e73ebbd089aff5e,dustin poirier,benoit saint denis,dustin poirier,2.615555789,1547.391627,2.474633835,0.341727981,1502.555265,0.311850623,-0.369680302,70.31,-0.027059196,0.202843003,70.31,0.245484902,-0.785847155,-0.332405354,-0.638807178,-0.133292977
UFC 299: O'Malley vs. Vera 2 ,Gilbert Burns  vs. Jack Della Maddalena ,L/W,Welterweight Bout,KO/TKO ,3,3:43,3 Rnd (5-5-5),Dan Miragliotta,Elbows to Head On Ground ,http://ufcstats.com/fight-details/68f7f992603192c6,gilbert burns,jack della maddalena,gilbert burns,1.706536279,1548.310628,1.798640034,1.84196753,1518.827942,1.589279328,-0.087130759,77.11,-0.260667129,0.202843003,77.11,0.245484902,-0.39919968,-0.637699474,0.433704326,-0.133292977
UFC 299: O'Malley vs. Vera 2 ,Petr Yan  vs. Song Yadong ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,David Tirelli 28 - 29.MichaelTate 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/9861b6d04e6ed43c,petr yan,song yadong,petr yan,1.200817371,1570.41033,1.652994777,1.82377714,1539.31924,1.798260008,-0.934779387,61.23,-1.195098865,-0.654981327,61.23,-1.183020322,-0.39919968,-0.027111235,0.981369775,1.515308567
UFC 299: O'Malley vs. Vera 2 ,Curtis Blaydes  vs. Jailton Almeida ,W/L,Heavyweight Bout,KO/TKO ,2,0:36,3 Rnd (5-5-5),Mike Beltran,Punches to Head On Ground ,http://ufcstats.com/fight-details/0133019a4f1055ee,curtis blaydes,jailton almeida,curtis blaydes,1.648568805,1563.496533,1.917000187,1.541125196,1520.520283,1.386883812,1.608166495,120.2,1.841804275,1.346608776,92.99,1.673990126,0.374095269,0.278182885,-0.962842568,-1.03839569
UFC 299: O'Malley vs. Vera 2 ,Katlyn Cerminara  vs. Maycee Barber ,L/W,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Andrew Glenn,MichaelTate 27 - 30.Sal D'amato 27 - 30.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/33658a3ca932d15d,katlyn cerminara,maycee barber,katlyn cerminara,-0.797887848,1484,-0.77725176,1.615990498,1534.861668,1.597422484,,,,-1.512805657,56.7,-1.65918873,,,,0.933917684
UFC 299: O'Malley vs. Vera 2 ,Mateusz Gamrot  vs. Rafael Dos Anjos ,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Jason Grenier 28 - 29.Chris Lee 28 - 29.Eric Colon 27 - 30.,http://ufcstats.com/fight-details/8baff440b82afd2b,mateusz gamrot,rafael dos anjos,mateusz gamrot,0.654139946,1555.677264,1.083298226,1.573041971,1551.905409,1.750830034,-0.087130759,70.31,-0.494275063,-0.654981327,77.11,-0.46876771,0.760742743,-0.027111235,0.981369775,-0.179030577
UFC Fight Night: Rozenstruik vs. Gaziev ,Alex Perez  vs. Muhammad Mokaev ,L/W,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Sal D'amato 28 - 29.Chris Lee 28 - 29.Rick Winter 28 - 29.,http://ufcstats.com/fight-details/5a82757b553c40fc,alex perez,muhammad mokaev,alex perez,0.308436961,1508.434752,0.318221797,1.912285212,1504.914557,1.489919301,-1.217328929,56.7,-1.662314732,-0.940922771,56.7,-0.46876771,-0.39919968,-1.553581832,1.579588957,-0.735504707
